"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalHalfBath","TotalFullBath","TotalFinSF","AbvGrndRoomSize","YrSold_Garage_Difference","hasDeck","hasOpenPorch","hasEnlosedPorch","hasX3SsnPorch","hasScreenPorch","hasPool","hasFence"
"857",857,"split","low density",71,9.30291955326928,"IR1","Low","Inside","Mod","CollgCr","Normal","1Fam","foyer",6,6,3.43398720448515,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",4,4,4,"6",6.22653666928747,2,6.07764224334903,0,6.84694313958538,"GasA",2,"Y","SBrkr",6.93439720992856,0,0,-Inf,1,0,1,0,3,1,5,5,"Typ",0,0,5,1981,5,2,6.3578422665081,3,2,"Y",0,0,3.55534806148941,0,0,10,2008,"Warranty Deed","Normal",147000,0,2,7.58375630070711,205.2,3.3322045101752,"No","No","Yes","No","No",0,1
"858",858,"2 story newer","low density",65,9.00270100719794,"Reg","Lvl","Inside","Gtl","Gilbert","Normal","1Fam","2 stories",6,5,2.77258872223978,0,"Gable","Shingle","Ply","Ply","None",0,"2","2","PConc",4,3,1,"1",0,1,0,6.55535689181067,6.55535689181067,"GasA",3,"Y","SBrkr",6.55535689181067,6.65929391968364,0,-Inf,0,0,2,1,3,1,5,6,"Typ",1,3,5,1994,5,2,5.8406416573734,3,3,"Y",0,3.61091791264422,0,0,0,3,2009,"Warranty Deed","Normal",174000,1,2,7.3004728142678,246.833333333333,2.77258872223978,"No","Yes","No","No","No",0,0
"859",859,"1 story (new styles)","low density",80,9.24956108512946,"Reg","Lvl","Inside","Gtl","NWAmes","Normal","1Fam","1 story",7,5,3.52636052461616,1,"Gable","Shingle","Ply","Ply","Brick",5.24702407216049,"2","2","CBlock",4,3,1,"1",0,1,0,6.99484998583307,6.99484998583307,"GasA",2,"Y","SBrkr",7.22329567956231,0,0,-Inf,0,0,2,0,3,1,5,6,"Typ",1,3,5,1976,5,2,6.17378610390194,3,3,"Y",0,0,0,0,0,6,2009,"Warranty Deed","Family",152000,0,2,7.22256601882217,228.333333333333,3.52636052461616,"No","No","No","No","No",0,1
"860",860,"2 story newer","low density",79,9.30828344630615,"IR1","Lvl","Corner","Gtl","NWAmes","near positive feature","1Fam","2 stories",6,7,3.66356164612965,0,"Gable","Shingle","Ply","Ply","Brick",5.39816270151775,"2","2","CBlock",3,3,2,"4",6.42971947803914,1,0,6.07764224334903,6.96129604591017,"GasA",2,"Y","SBrkr",7.32184971378836,7.04141166379481,0,-Inf,1,0,2,1,4,1,5,9,"Typ",1,4,5,1968,5,2,6.42971947803914,3,3,"Y",0,4.18965474202643,0,5.40717177146012,0,8,2006,"Warranty Deed","Normal",250000,1,3,8.09346227450118,294.888888888889,3.66356164612965,"No","Yes","No","No","Yes",0,0
"861",861,"1.5 stories","low density",55,8.94141462800684,"Reg","Lvl","Corner","Gtl","Crawfor","Normal","1Fam","1.5 stories",7,8,4.49980967033027,0,"Gable","Shingle","Stucco","Stucco","None",0,"3","2","BrkTil",3,3,1,"1",0,1,0,6.81673588059497,6.81673588059497,"GasA",3,"Y","SBrkr",6.81673588059497,6.24416690066374,0,-Inf,0,0,1,1,3,1,5,7,"Typ",1,4,5,1925,5,1,5.37989735354046,3,3,"Y",0,5.48479693349065,0,0,0,6,2007,"Warranty Deed","Normal",189950,1,1,7.26262860097424,203.714285714286,4.4188406077966,"No","Yes","No","No","No",0,1
"862",862,"projects","low density",75,9.36091323045556,"Reg","Lvl","Inside","Gtl","Sawyer","Normal","2fmCon","1 story",5,4,3.8286413964891,1,"Hip","Shingle","Ply","Ply","None",0,"2","2","PConc",3,3,2,"4",6.73578001424233,1,0,5.29330482472449,6.94697599213542,"GasA",4,"Y","SBrkr",6.94697599213542,0,0,-Inf,1,0,1,1,3,1,5,6,"Typ",0,0,5,1965,5,2,6.22455842927536,3,3,"Y",0,0,0,0,0,4,2010,"Warranty Deed","Normal",131500,1,2,7.539027055824,173.166666666667,3.8286413964891,"No","No","No","No","No",0,0
"863",863,"1 story (new styles)","low density",81,9.17699039229463,"Reg","Lvl","Corner","Gtl","SawyerW","Normal","1Fam","1 story",6,5,3.29583686600433,0,"Hip","Shingle","Ply","Ply","None",0,"2","2","PConc",4,3,1,"6",5.82600010738045,1,0,6.55535689181067,6.94793706861497,"GasA",2,"Y","SBrkr",7.00124562206948,0,0,-Inf,0,0,2,0,3,1,5,6,"Typ",0,0,5,1986,5,2,6.17586727010576,3,3,"Y",0,0,0,0,0,5,2010,"Warranty Deed","Normal",152000,0,2,7.26892012819372,182.833333333333,3.2188758248682,"No","No","No","No","No",0,1
"864",864,"1 story (new styles)","low density",70,8.97853441008332,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",5,5,3.93182563272433,1,"Hip","Shingle","Brick","Ply","None",0,"2","2","CBlock",3,3,1,"4",7.04664727784876,1,0,0,7.04664727784876,"GasA",2,"Y","SBrkr",7.04664727784876,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",0,0,5,1959,5,1,6.51174532964473,3,3,"Y",0,0,0,0,0,7,2009,"Warranty Deed","Normal",132500,0,2,7.73892375743946,191.333333333333,3.93182563272433,"No","No","No","No","No",0,1
"865",865,"1 story (new styles)","floating",72,9.0641578617981,"Reg","Lvl","Inside","Gtl","Somerst","Normal","1Fam","1 story",7,5,0.693147180559945,0,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",5,3,1,"1",0,1,0,7.22475340576797,7.22475340576797,"GasA",4,"Y","SBrkr",7.22475340576797,0,0,-Inf,0,0,2,0,3,1,5,6,"Typ",0,0,5,2008,5,2,6.27287700654617,3,3,"Y",0,4.94875989037817,0,0,0,5,2008,"New Home","Partial",250580,0,2,7.22402480828583,228.666666666667,0,"No","Yes","No","No","No",0,0
"866",866,"1 story (new styles)","low density",86.6,9.07680897935166,"IR1","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",5,6,3.68887945411394,1,"Gable","Shingle","Stucco","Stucco","Brick",4.34380542185368,"2","2","CBlock",3,3,1,"4",6.7202201551353,1,0,5.16478597392351,6.91075078796194,"GasA",2,"Y","SBrkr",6.91075078796194,0,0,-Inf,1,0,1,0,3,1,5,5,"Typ",0,0,5,1973,5,2,6.80572255341699,3,3,"Y",0,0,0,0,0,8,2009,"Warranty Deed","Normal",148500,0,2,7.51207124583547,200.4,3.61091791264422,"No","No","No","No","No",0,1
"867",867,"1 story (new styles)","low density",67,9.27387839278017,"IR1","HLS","Inside","Gtl","Timber","Normal","1Fam","1 story",8,5,0.693147180559945,0,"Gable","Shingle","Synthetic","Synthetic","Stone",5.61677109766657,"3","2","PConc",4,3,3,"1",0,1,0,7.40184157874383,7.40184157874383,"GasA",4,"Y","SBrkr",7.40671073017764,0,0,-Inf,0,0,2,0,3,1,5,6,"Typ",1,4,5,2007,5,3,6.7696419768525,3,3,"Y",5.26269018890489,4.39444915467244,0,0,0,11,2007,"New Home","Partial",248900,0,2,7.40610338123702,274.333333333333,0,"Yes","Yes","No","No","No",0,0
"868",868,"1 story (new styles)","low density",85,8.84937050375457,"Reg","Lvl","Corner","Gtl","Sawyer","near street","1Fam","1 story",4,5,3.85014760171006,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","CBlock",3,3,1,"5",6.83840520084734,1,0,4.69134788222914,6.94793706861497,"GasA",2,"Y","SBrkr",7.02197642307216,0,0,-Inf,1,0,1,1,3,1,5,5,"Typ",0,0,5,1961,5,2,6.30078579466324,3,3,"Y",5.12989871492307,0,0,0,5.99396142730657,5,2007,"Warranty Deed","Normal",129000,1,2,7.62657020629066,224,3.85014760171006,"Yes","No","No","No","No",0,0
"869",869,"2 story newer","low density",70,9.59981159033,"IR2","Lvl","Corner","Gtl","Gilbert","near street","1Fam","2 stories",5,6,4.07753744390572,0,"Gable","Shingle","Ply","Ply","None",0,"2","2","Slab",0,0,0,"0",0,0,0,0,0,"GasA",3,"Y","SBrkr",7.34471905414967,6.58063913728495,53,1.38353657355811,0,0,2,0,2,1,5,7,"Typ",1,3,5,1979,5,2,6.51174532964473,3,3,"P",4.79579054559674,4.97673374242057,0,0,0,5,2006,"Warranty Deed","Normal",169000,0,2,7.77191025643576,331.428571428571,3.3322045101752,"Yes","Yes","No","No","No",0,0
"870",870,"2 story newer","low density",80,9.20412107216227,"Reg","Lvl","Inside","Gtl","SawyerW","Normal","1Fam","2 stories",7,5,2.89037175789616,0,"Gable","Shingle","Stucco","Stucco","Brick",5.50938833662798,"3","2","PConc",4,3,1,"6",6.62140565176413,1,0,5.70711026474888,6.95749737087695,"GasA",4,"Y","SBrkr",6.96885037834195,6.78897174299217,0,-Inf,1,0,2,1,3,1,5,8,"Typ",1,3,5,1993,5,2,6.35437004079735,3,3,"Y",5.05624580534831,4.51085950651685,0,0,0,6,2010,"Warranty Deed","Normal",236000,1,3,7.900636613018,243.625,2.89037175789616,"Yes","Yes","No","No","No",0,1
"871",871,"1 story (new styles)","low density",60,8.79482492801452,"Reg","Lvl","Inside","Gtl","NAmes","near positive feature","1Fam","1 story",5,5,3.87120101090789,1,"Hip","Shingle","Stucco","Stucco","None",0,"2","2","CBlock",3,3,1,"1",0,1,0,6.79682371827486,6.79682371827486,"GasA",3,"N","SBrkr",6.79682371827486,0,0,-Inf,0,0,1,0,2,1,5,5,"Typ",0,0,5,1962,5,1,5.73334127689775,3,3,"Y",0,0,0,0,0,8,2009,"Warranty Deed","Normal",109500,0,1,6.79570577517351,178.8,3.87120101090789,"No","No","No","No","No",0,0
"872",872,"2 story newer","low density",70,9.07680897935166,"Reg","Lvl","Inside","Gtl","CollgCr","Normal","1Fam","2 stories",6,5,2.56494935746154,1,"Gable","Shingle","Synthetic","Synthetic","Brick",4.76217393479776,"2","2","PConc",4,3,1,"6",6.22653666928747,1,0,5.7037824746562,6.69084227741856,"GasA",4,"Y","SBrkr",6.69084227741856,6.77878489768518,0,-Inf,0,0,2,1,3,1,5,7,"Typ",0,0,5,1998,5,2,6.26149168432104,3,3,"Y",0,4.35670882668959,0,0,0,6,2010,"Warranty Deed","Normal",200500,1,2,7.69028602067677,240.285714285714,2.56494935746154,"No","Yes","No","No","No",0,0
"873",873,"1 story (new styles)","low density",74,9.09290727508409,"Reg","Lvl","Corner","Gtl","NAmes","Normal","1Fam","1 story",5,7,4.02535169073515,0,"Gable","Shingle","Stucco","Stucco","None",0,"3","2","Stone",3,3,3,"1",0,1,0,4.66343909411207,4.66343909411207,"GasA",3,"Y","SBrkr",6.81454289725996,0,0,-Inf,0,0,1,0,3,1,5,5,"Typ",0,0,5,1953,5,2,6.0282785202307,3,3,"Y",5.28320372873799,0,5.01727983681492,0,0,10,2008,"Warranty Deed","Normal",116000,0,1,6.8134445995109,182,4.02535169073515,"Yes","No","Yes","No","No",0,1
"874",874,"1 story older","low density",60,9.40459049963541,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",5,7,4.11087386417331,0,"Gable","Shingle","Ply","Ply","None",0,"3","2","CBlock",3,3,1,"3",5.92958914338989,1,0,6.12686918411419,6.72503364216684,"GasA",3,"Y","SBrkr",6.94408720822953,0,232,1.695806132463,0,0,1,0,3,1,5,6,"Typ",1,4,5,1949,5,1,5.66642668811243,3,3,"Y",0,3.36729582998647,0,0,0,9,2009,"Warranty Deed","Normal",133000,0,1,7.53636393840451,211.333333333333,4.11087386417331,"No","Yes","No","No","No",0,0
"875",875,"1.5 stories","medium-high density",52,8.65172408437384,"Reg","Lvl","Inside","Gtl","OldTown","near street","1Fam","1.5 stories",5,6,4.23410650459726,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","CBlock",3,3,1,"1",0,1,0,6.51767127291227,6.51767127291227,"GasA",4,"Y","SBrkr",6.51767127291227,6.12249280951439,0,-Inf,0,0,1,1,3,1,5,5,"Typ",0,0,5,1941,5,1,5.30330490805908,3,3,"Y",3.29583686600433,0,0,0,0,8,2009,"Warranty Deed","Abnorml",66500,1,1,7.03085747611612,226.2,4.23410650459726,"Yes","No","No","No","No",0,0
"876",876,"2 story newer","floating",75,9.10497985631836,"Reg","Lvl","Inside","Gtl","Somerst","Normal","1Fam","2 stories",8,5,0,1,"Gable","Shingle","Concrete","Stucco","None",0,"3","2","PConc",4,3,3,"6",4.17438726989564,1,0,7.02197642307216,7.07749805356923,"GasA",4,"Y","SBrkr",7.07749805356923,7.26332961747684,0,-Inf,0,0,2,1,4,1,5,11,"Typ",1,4,5,2007,5,2,6.31173480915291,3,3,"Y",5.34233425196481,5.89989735358249,0,0,0,8,2007,"New Home","Partial",303477,1,2,7.89133075766189,237.272727272727,0,"Yes","Yes","No","No","No",0,0
"877",877,"1 story (new styles)","low density",94,10.1380061618718,"Reg","HLS","Inside","Mod","Mitchel","Normal","1Fam","1 story",4,5,3.80666248977032,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","PConc",3,3,4,"5",6.45204895443723,1,0,6.06842558824411,6.97073007814353,"GasA",3,"Y","SBrkr",6.94793706861497,0,0,-Inf,1,0,1,0,3,1,5,5,"Typ",0,0,5,1963,5,2,6.47543271670409,3,3,"Y",0,0,0,0,0,1,2007,"Warranty Deed","Normal",132250,0,2,7.42237370098682,208,3.80666248977032,"No","No","No","No","No",0,0
"878",878,"2 story newer","low density",74,9.08636319215647,"Reg","Lvl","Inside","Gtl","NridgHt","Normal","1Fam","2 stories",9,5,1.79175946922805,0,"Hip","Shingle","Synthetic","Synthetic","Stone",5.37989735354046,"3","2","PConc",5,3,1,"6",7.06561336359772,1,0,5.68017260901707,7.28824440102012,"GasA",4,"Y","SBrkr",7.28824440102012,6.63725803128446,0,-Inf,1,0,2,1,4,1,5,10,"Typ",1,4,5,2004,5,3,6.6052979209482,3,3,"Y",5.22035582507832,0,0,0,0,6,2009,"Warranty Deed","Normal",350000,1,3,8.12976444579417,222.4,1.79175946922805,"Yes","No","No","No","No",0,0
"879",879,"split","low density",88,9.37432822208163,"IR1","Lvl","Inside","Gtl","Sawyer","Normal","1Fam","foyer",5,7,3.91202300542815,0,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",3,3,3,"5",6.80239476332431,1,0,5.35185813347607,7.01211529430638,"GasA",2,"Y","SBrkr",7.05272104923232,0,0,-Inf,1,0,1,0,3,1,5,6,"Min2",0,0,5,1987,5,2,6.3578422665081,3,3,"Y",5.26269018890489,0,0,0,5.99396142730657,6,2010,"Warranty Deed","Normal",148000,0,2,7.6275443904885,192.5,3.17805383034795,"Yes","No","No","No","No",0,1
"880",880,"1 story (new styles)","low density",68.4,8.85366542803745,"IR1","Lvl","CulDSac","Gtl","CollgCr","Normal","1Fam","1 story",5,8,3.46573590279973,0,"Gable","Shingle","Synthetic","Synthetic","Brick",4.51085950651685,"3","3","CBlock",3,3,1,"5",6.4723462945009,1,0,5.3890717298165,6.76272950693188,"GasA",4,"Y","SBrkr",6.76272950693188,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",0,0,5,1978,5,1,5.82008293035236,3,3,"Y",0,0,0,0,0,7,2009,"Warranty Deed","Normal",136500,0,2,7.31986492980897,144,3.46573590279973,"No","No","No","No","No",0,1
"881",881,"1 story (new styles)","low density",60,8.85708813531495,"Reg","Lvl","Inside","Gtl","Edwards","Normal","1Fam","1 story",5,5,1.09861228866811,0,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","PConc",5,4,1,"5",6.88857245956536,1,0,4.70953020131233,6.99484998583307,"GasA",3,"Y","SBrkr",6.99484998583307,0,0,-Inf,1,0,1,1,2,1,5,5,"Typ",0,0,5,2005,5,2,6.11146733950268,3,3,"Y",0,3.91202300542815,0,0,0,6,2007,"Warranty Deed","Normal",157000,1,2,7.63530388625941,218,1.09861228866811,"No","Yes","No","No","No",0,0
"882",882,"1.5 stories","low density",44,9.52937575208596,"IR1","Lvl","CulDSac","Gtl","Timber","Normal","1Fam","1.5 stories",7,5,2.89037175789616,0,"Gable","Shingle","Ply","Ply","Brick",4.77068462446567,"3","3","CBlock",4,3,2,"2",6.80572255341699,1,0,5.54126354515843,7.05358572719368,"GasA",4,"Y","SBrkr",7.08002649992259,6.27476202124194,0,-Inf,0,0,2,1,3,1,5,7,"Typ",1,3,5,1990,5,2,5.99396142730657,3,3,"Y",5.12989871492307,3.61091791264422,0,0,0,4,2007,"Warranty Deed","Normal",187500,1,2,7.87054784450771,245.285714285714,2.89037175789616,"Yes","Yes","No","No","No",0,0
"883",883,"2 story newer","low density",63.2,9.17326136373476,"IR1","Lvl","Corner","Gtl","Gilbert","Normal","1Fam","2 stories",6,5,2.89037175789616,0,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","PConc",4,3,1,"1",0,1,0,6.69579891705849,6.69579891705849,"GasA",3,"Y","SBrkr",6.69579891705849,6.66695679242921,0,-Inf,0,0,2,1,3,1,5,7,"Typ",1,3,5,1993,5,2,5.96614673912369,3,3,"Y",5.83773044716594,3.71357206670431,0,0,0,12,2009,"Warranty Deed","Normal",178000,1,2,7.37337430991005,227.571428571429,2.83321334405622,"Yes","Yes","No","No","No",0,1
"884",884,"2 story newer","low density",60,8.73294952429643,"Reg","Bnk","Inside","Gtl","SWISU","Normal","1Fam","2 stories",4,5,4.55387689160054,0,"Gable","Shingle","Stucco","Stucco","None",0,"3","2","PConc",3,2,1,"1",0,1,0,6.67959918584438,6.67959918584438,"GasA",2,"N","SBrkr",6.86171134048073,6.67959918584438,481,1.8209855484941,1,0,1,0,5,1,5,10,"Typ",0,0,5,1997,5,1,6.08904487544685,3,4,"Y",0,5.24174701505964,0,0,0,3,2006,"Warranty Deed","Normal",118500,0,2,7.90507284949867,223,2.30258509299405,"No","Yes","No","No","No",0,0
"885",885,"1 story (new styles)","low density",65,8.87486763568805,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",5,5,3.76120011569356,1,"Gable","Shingle","Ply","Ply","Brick",4.11087386417331,"2","2","CBlock",3,3,1,"4",6.07073772800249,1,0,6.13339804299665,6.7945865808765,"GasA",2,"Y","SBrkr",6.7945865808765,0,0,-Inf,0,0,1,0,3,1,5,5,"Typ",0,0,5,1967,5,1,5.66642668811243,3,3,"Y",0,0,0,0,0,7,2009,"Warranty Deed","Normal",1e+05,0,1,7.18841273649695,178.4,3.76120011569356,"No","No","No","No","No",0,1
"886",886,"projects","floating",50,8.54071438645758,"IR1","Lvl","CulDSac","Gtl","Somerst","Normal","TwnhsE","1 story",9,5,2.30258509299405,0,"Gable","Shingle","Stucco","Stucco","Brick",4.11087386417331,"3","2","PConc",5,3,3,"6",7.12205988162914,1,0,6.13339804299665,7.43779512167193,"GasA",4,"Y","SBrkr",7.44424864949671,0,0,-Inf,1,0,2,0,2,1,5,5,"Typ",1,3,5,1999,5,2,6.22851100359118,3,3,"Y",4.58496747867057,4.18965474202643,0,0,0,1,2008,"Warranty Deed","Abnorml",328900,0,3,7.98854298273769,341.8,2.30258509299405,"Yes","Yes","No","No","No",0,0
"887",887,"duplex","low density",70,9.03515330408283,"Reg","Lvl","Corner","Gtl","NAmes","Normal","Duplex","1 story",5,5,3.87120101090789,0,"Gable","Shingle","Stucco","Stucco","Brick",4.81218435537242,"2","2","CBlock",3,3,1,"2",6.2709884318583,1,0,7.00215595440362,7.39449310721904,"GasA",4,"Y","SBrkr",7.44600149832412,0,0,-Inf,0,0,2,0,4,2,5,8,"Typ",0,0,5,2005,5,2,6.37842618365159,3,3,"Y",5.60947179518496,4.00733318523247,0,0,0,6,2006,"Warranty Deed","Family",145000,0,2,7.71423114484909,214,0.693147180559945,"Yes","Yes","No","No","No",0,0
"888",888,"1.5 stories","low density",59,9.70905292785837,"IR1","Lvl","Inside","Gtl","Edwards","Normal","1Fam","1.5 stories",5,7,3.98898404656427,1,"Gable","Shingle","Stucco","Stucco","None",0,"2","3","PConc",3,3,1,"1",0,1,0,6.70563909486,6.70563909486,"GasA",2,"Y","SBrkr",6.7719355558396,6.25766758788264,0,-Inf,0,0,1,1,3,1,5,8,"Typ",0,0,5,1955,5,1,5.70711026474888,3,3,"Y",4.80402104473326,0,0,5.5834963087817,0,4,2008,"Warranty Deed","Normal",135500,1,1,7.23921497377981,174.125,3.98898404656427,"Yes","No","No","No","Yes",0,0
"889",889,"1 story (new styles)","low density",95,9.6718707040173,"IR1","Lvl","Inside","Mod","NAmes","Normal","1Fam","1 story",8,6,3.63758615972639,1,"Flat","Gravel & Tar","Stucco","Stucco","None",0,"3","3","PConc",3,4,4,"5",5.8636311755981,3,6.71417052990947,6.95081476844258,7.70436116791031,"GasA",4,"Y","SBrkr",7.70436116791031,0,0,-Inf,1,0,2,0,4,1,5,8,"Typ",1,3,5,1970,5,2,6.43294009273918,3,3,"Y",4.40671924726425,5.33753807970132,0,5.41610040220442,0,10,2007,"Warranty Deed","Normal",268000,0,3,8.12888014212564,277.125,3.63758615972639,"Yes","Yes","No","No","Yes",0,0
"890",890,"1 story (new styles)","low density",128,9.40590715552016,"Reg","Lvl","Inside","Gtl","NAmes","near street","1Fam","1 story",6,4,4.04305126783455,1,"Hip","Shingle","Stucco","Stucco","Brick",4.51085950651685,"2","2","CBlock",3,3,1,"4",6.93244789157251,1,0,6.1779441140506,7.31721240835984,"GasA",4,"Y","SBrkr",7.31721240835984,0,0,-Inf,1,0,1,0,2,1,5,6,"Typ",1,3,5,1953,5,2,6.22653666928747,3,3,"Y",0,0,0,0,0,2,2009,"Warranty Deed","Normal",149500,0,2,7.83557924666997,250.833333333333,4.04305126783455,"No","No","No","Yes","No",0,0
"891",891,"1.5 stories","low density",60,8.99516499031115,"Reg","Lvl","Corner","Gtl","NAmes","near street","1Fam","1.5 stories",5,7,4.07753744390572,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","3","CBlock",3,3,2,"1",0,1,0,6.51174532964473,6.51174532964473,"GasA",4,"Y","SBrkr",6.51174532964473,5.53338948872752,0,-Inf,0,0,1,0,3,1,5,6,"Typ",1,1,5,2003,5,2,6.3578422665081,3,3,"Y",0,0,0,0,7.60140233458373,7,2007,"Warranty Deed","Normal",122900,0,1,6.82871207164168,154,1.6094379124341,"No","No","No","No","No",0,1
"892",892,"2 story newer","low density",70,9.32223946447359,"Reg","Lvl","Inside","Gtl","Sawyer","Normal","1Fam","2 stories",6,5,3.46573590279973,1,"Hip","Shingle","Ply","Ply","Brick",4.53259949315326,"2","2","CBlock",3,3,1,"2",5.4249500174814,3,6.21660610108486,5.26269018890489,6.82328612235569,"GasA",3,"Y","SBrkr",6.82328612235569,6.64118216974059,0,-Inf,0,0,2,1,3,1,5,7,"Typ",1,3,5,1978,5,2,6.08904487544685,3,3,"Y",5.4971682252932,0,0,0,0,7,2009,"Warranty Deed","Normal",172500,1,2,7.78696700261487,240.428571428571,3.46573590279973,"Yes","No","No","No","No",0,0
"893",893,"1 story (new styles)","low density",70,9.03765226415047,"Reg","Lvl","Inside","Gtl","Sawyer","Normal","1Fam","1 story",6,8,3.78418963391826,0,"Hip","Shingle","Ply","Ply","None",0,"2","2","CBlock",3,3,1,"6",6.49828214947643,1,0,5.98393628068719,6.96602418710611,"GasA",2,"Y","SBrkr",6.97447891102505,0,0,-Inf,0,1,1,0,3,1,5,6,"Typ",0,0,5,1963,5,1,5.57972982598622,3,3,"Y",5.26269018890489,0,0,0,0,2,2006,"Warranty Deed","Normal",154500,1,1,7.45645455517621,178,3.78418963391826,"Yes","No","No","No","No",0,1
"894",894,"1 story (new styles)","low density",81.6,9.49431558249664,"Reg","Lvl","Inside","Gtl","Sawyer","near positive feature","1Fam","1 story",5,5,4.00733318523247,1,"Gable","Shingle","Stucco","Ply","None",0,"2","2","PConc",4,3,2,"4",6.97073007814353,1,0,5.76832099579377,7.23273313617761,"GasA",2,"Y","SBrkr",7.23273313617761,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",1,4,5,1954,5,1,5.87211778947542,3,3,"Y",6.23832462503951,4.76217393479776,0,0,0,6,2008,"Warranty Deed","Normal",165000,0,2,7.80261806344267,230.5,4.00733318523247,"Yes","Yes","No","No","No",0,1
"895",895,"duplex","low density",64,8.85623355614316,"Reg","Bnk","Inside","Gtl","SawyerW","Normal","Duplex","1 story",5,5,3.43398720448515,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","Slab",0,0,0,"0",0,0,0,0,0,"GasA",2,"Y","SBrkr",7.33693691370762,0,0,-Inf,0,0,2,0,4,2,5,8,"Typ",0,0,5,1979,5,2,5.99396142730657,3,3,"Y",0,0,0,0,0,6,2009,"Warranty Deed","Alloca",118858,0,2,7.3362856600213,191.875,3.43398720448515,"No","No","No","No","No",0,0
"896",896,"2 story newer","low density",71,8.86163359768663,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","2 stories",6,5,3.8286413964891,1,"Hip","Shingle","Ply","Ply","Brick",6.03068526026126,"2","2","CBlock",3,3,1,"4",5.99396142730657,1,0,5.9427993751267,6.66057514983969,"GasA",2,"Y","SBrkr",6.89162589705225,6.70196036600254,0,-Inf,1,0,1,1,4,1,5,8,"Typ",1,3,5,1963,5,2,6.18208490671663,3,3,"Y",0,3.93182563272433,0,0,0,10,2008,"Warranty Deed","Normal",140000,1,2,7.69439280262942,224.5,3.8286413964891,"No","Yes","No","No","No",0,0
"897",897,"1 story older","medium-high density",50,9.07852179735533,"Reg","Lvl","Inside","Gtl","IDOTRR","Normal","1Fam","1 story",4,6,4.26267987704132,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,3,1,"5",5.65599181081985,1,0,6.50279004591562,6.85856503479136,"GasA",4,"N","SBrkr",6.85856503479136,0,0,-Inf,0,0,1,0,2,1,5,6,"Typ",0,0,5,1936,5,1,5.79301360838414,3,3,"Y",0,3.36729582998647,0,0,0,4,2006,"Warranty Deed","Abnorml",106500,0,1,7.11963563801764,158.5,4.26267987704132,"No","Yes","No","No","No",0,0
"898",898,"duplex","low density",64,8.85623355614316,"Reg","Lvl","Inside","Gtl","SawyerW","near street","Duplex","2 stories",5,5,3.43398720448515,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","Slab",0,0,0,"0",0,0,0,0,0,"GasA",2,"Y","SBrkr",7.02197642307216,7.02197642307216,0,-Inf,0,0,2,0,6,2,5,12,"Typ",0,0,5,1979,5,2,6.2709884318583,3,3,"Y",5.04342511691925,0,0,0,0,6,2009,"Warranty Deed","Alloca",142953,0,2,7.71423114484909,186.666666666667,3.43398720448515,"Yes","No","No","No","No",0,0
